Chromosome	Monoc1_2_state3.bed_Start	Monoc1_2_state3.bed_End	Monoc1_2_state3.bed_Name	dnase_Monoc.bed_Start	dnase_Monoc.bed_End	dnase_Monoc.bed_Name
chr14	92916600	92917200	E3	92916677	92917156	chr14.2341
chr14	92932400	92933200	E3	92932539	92932695	chr14.2344
chr14	92954400	92954800	E3	92954027	92954466	chr14.2348
chr14	92956600	92958000	E3	92956610	92956909	chr14.2350
chr14	92959600	92961800	E3	92961423	92961788	chr14.2353
chr14	92959600	92961800	E3	92959425	92959707	chr14.2352
chr14	92962200	92963200	E3	92962973	92963139	chr14.2354
chr14	92970000	92971000	E3	92970165	92970583	chr14.2355
chr14	92985800	92986800	E3	92986054	92986870	chr14.2361
chr14	92985800	92986800	E3	92985759	92985981	chr14.2360
chr14	92990600	92991400	E3	92990901	92991175	chr14.2362
chr14	92991800	92992000	E3	92991696	92992053	chr14.2363
chr14	92996400	92998800	E3	92997505	92998203	chr14.2364
chr14	93029000	93030200	E3	93029827	93030095	chr14.2366
chr14	93031000	93031800	E3	93030788	93031083	chr14.2367
chr14	93050400	93051200	E3	93051080	93051464	chr14.2369
chr14	93051400	93053800	E3	93052350	93052587	chr14.2370
chr14	93051400	93053800	E3	93051080	93051464	chr14.2369
chr14	93065800	93067400	E3	93066293	93067080	chr14.2371
chr14	93075600	93076000	E3	93075729	93076052	chr14.2372
chr14	93098400	93098800	E3	93098423	93098647	chr14.2376
chr14	93128400	93132000	E3	93131613	93131911	chr14.2387
chr14	93135600	93137200	E3	93136529	93136867	chr14.2390
chr14	93135600	93137200	E3	93135924	93135998	chr14.2389
chr14	93143400	93144000	E3	93143356	93143862	chr14.2393
chr14	93147200	93148000	E3	93147194	93147825	chr14.2394
chr14	93190400	93191600	E3	93190740	93191214	chr14.2406
chr14	93192200	93193400	E3	93192485	93192968	chr14.2407
chr14	93230400	93230800	E3	93230308	93230775	chr14.2411
chr14	93312600	93313200	E3	93312761	93313239	chr14.2415
chr14	93473800	93476600	E3	93475719	93476369	chr14.2467
chr14	93473800	93476600	E3	93475390	93475453	chr14.2466
chr14	93473800	93476600	E3	93474872	93475024	chr14.2465
chr14	93473800	93476600	E3	93473254	93474447	chr14.2464
chr14	93479200	93481000	E3	93479640	93480411	chr14.2471
chr14	93479200	93481000	E3	93479303	93479563	chr14.2470
chr14	93489400	93490000	E3	93489565	93489674	chr14.2474
chr14	93498400	93498800	E3	93498697	93499306	chr14.2475
chr14	93506000	93507600	E3	93506653	93507283	chr14.2482
chr14	93506000	93507600	E3	93506101	93506316	chr14.2481
chr14	93511800	93512000	E3	93510810	93511913	chr14.2485
chr14	93550200	93550400	E3	93549869	93550275	chr14.2495
chr14	93552000	93554200	E3	93552895	93553253	chr14.2497
chr14	93552000	93554200	E3	93551802	93552511	chr14.2496
chr14	93555400	93555800	E3	93555240	93555773	chr14.2499
chr14	93586800	93587200	E3	93586818	93587180	chr14.2514
chr14	93598800	93599200	E3	93598838	93599189	chr14.2516
chr14	93809800	93810400	E3	93809735	93809900	chr14.2533
chr14	93993200	93994400	E3	93993721	93994050	chr14.2539
chr14	94000400	94000600	E3	94000330	94000626	chr14.2540
chr14	94420600	94421200	E3	94420280	94420726	chr14.2604
chr14	94425000	94427000	E3	94425585	94426489	chr14.2607
chr14	94428800	94429200	E3	94429034	94429407	chr14.2608
chr14	94434200	94434200	E3	94434015	94434384	chr14.2609
chr14	94808200	94809200	E3	94808828	94808897	chr14.2661
chr14	94833800	94834400	E3	94833700	94834135	chr14.2667
chr14	94848200	94850800	E3	94848045	94848323	chr14.2671
chr14	94859000	94859200	E3	94858797	94859195	chr14.2678
chr14	94860800	94862000	E3	94860899	94861383	chr14.2679
chr14	95612400	95613600	E3	95612876	95612975	chr14.2747
chr14	95731600	95732600	E3	95731938	95732230	chr14.2759
chr14	95777800	95778600	E3	95777978	95778589	chr14.2762
chr14	95780000	95780400	E3	95780074	95780584	chr14.2763
chr14	95969000	95969200	E3	95968769	95969092	chr14.2799
chr14	95987000	95987000	E3	95986745	95987074	chr14.2804
chr14	99423400	99424000	E3	99423429	99424227	chr14.2920
chr14	99943400	99943600	E3	99943252	99943468	chr14.3037
chr14	100541600	100542800	E3	100542426	100542927	chr14.3187
chr14	100573200	100573800	E3	100573148	100573275	chr14.3189
chr14	100744800	100745400	E3	100745075	100745360	chr14.3240
chr14	100761800	100763200	E3	100762547	100763026	chr14.3251
chr14	100761800	100763200	E3	100761741	100762422	chr14.3250
chr14	100763800	100764400	E3	100763474	100764289	chr14.3252
chr14	100778600	100779400	E3	100778934	100779678	chr14.3260
chr14	100778600	100779400	E3	100778465	100778814	chr14.3259
chr14	100872400	100875600	E3	100874719	100875176	chr14.3282
chr14	100872400	100875600	E3	100872830	100873401	chr14.3281
chr14	100890800	100892200	E3	100891128	100891898	chr14.3283
chr14	100901600	100901800	E3	100901571	100901683	chr14.3287
chr14	101146800	101147600	E3	101146716	101147773	chr14.3374
chr14	101178200	101178600	E3	101177080	101178788	chr14.3397
chr14	102001200	102001600	E3	102000700	102002867	chr14.3642
chr14	102197600	102198200	E3	102197489	102198015	chr14.3686
chr14	102310200	102311200	E3	102309989	102310388	chr14.3697
chr14	102343200	102344400	E3	102343533	102343711	chr14.3701
chr14	102343200	102344400	E3	102342878	102343250	chr14.3700
chr14	102438800	102439000	E3	102438790	102439079	chr14.3716
chr14	102459000	102459400	E3	102459062	102459359	chr14.3718
chr14	102837200	102838000	E3	102836727	102837204	chr14.3778
chr14	102966200	102967600	E3	102965777	102967476	chr14.3797
chr14	102994200	102994600	E3	102993807	102994553	chr14.3805
chr14	103031400	103032000	E3	103031630	103032142	chr14.3824
chr14	103095800	103097600	E3	103095422	103095812	chr14.3832
chr14	103234400	103235800	E3	103235210	103235377	chr14.3853
chr14	103234400	103235800	E3	103234551	103235065	chr14.3852
chr14	103240800	103241200	E3	103240734	103241582	chr14.3855
chr14	103242200	103242600	E3	103242506	103242750	chr14.3856
chr14	103307200	103307600	E3	103307574	103307729	chr14.3863
chr14	103335400	103335800	E3	103335487	103335716	chr14.3864
chr14	103574800	103575200	E3	103574940	103575716	chr14.3928
chr14	103584200	103584600	E3	103584403	103584582	chr14.3932
chr14	103585400	103586000	E3	103585241	103585837	chr14.3933
chr14	103594000	103594800	E3	103594266	103595650	chr14.3936
chr14	103594000	103594800	E3	103591465	103594005	chr14.3935
chr14	103602000	103603400	E3	103603200	103603745	chr14.3942
chr14	103602000	103603400	E3	103601334	103602642	chr14.3941
chr14	103828400	103828800	E3	103828111	103828595	chr14.3984
chr14	103993600	103993800	E3	103993515	103994829	chr14.4000
chr14	104122200	104124200	E3	104122836	104122935	chr14.4022
chr14	104122200	104124200	E3	104122586	104122666	chr14.4021
chr14	105146600	105147400	E3	105146703	105148434	chr14.4321
chr14	105147600	105147800	E3	105146703	105148434	chr14.4321
chr14	105161400	105162200	E3	105153910	105162262	chr14.4327
chr14	105254600	105254800	E3	105251328	105255907	chr14.4357
chr14	105490000	105491800	E3	105491191	105491618	chr14.4441
chr14	105500800	105501000	E3	105500657	105501073	chr14.4444
chr14	105533000	105534000	E3	105533560	105534024	chr14.4457
chr14	105535200	105536600	E3	105536021	105537546	chr14.4459
chr14	105535200	105536600	E3	105535243	105535422	chr14.4458
chr14	105537400	105537800	E3	105536021	105537546	chr14.4459
chr14	105842600	105842800	E3	105841874	105844483	chr14.4550
chr14	105853800	105854800	E3	105854561	105857597	chr14.4558
chr14	105853800	105854800	E3	105853580	105853929	chr14.4557
chr14	105857400	105857800	E3	105854561	105857597	chr14.4558
chr14	105858800	105859400	E3	105859019	105859252	chr14.4560
chr14	105860200	105861200	E3	105860137	105861251	chr14.4561
chr14	105863600	105864000	E3	105863209	105866297	chr14.4563
chr14	105948000	105948200	E3	105942837	105948900	chr14.4593
chr14	105948800	105949000	E3	105942837	105948900	chr14.4593
chr14	106415200	106415400	E3	106414629	106415346	chr14.4734
chr15	20230000	20230400	E3	20230131	20230750	chr15.20
chr15	20994600	20995400	E3	20994059	20994724	chr15.132
chr15	21908400	21909200	E3	21908641	21908773	chr15.194
chr15	22897400	22898200	E3	22897907	22898315	chr15.286
chr15	22916400	22916400	E3	22915865	22916533	chr15.288
chr15	26007000	26008000	E3	26007117	26007530	chr15.523
chr15	26028800	26029000	E3	26028794	26029583	chr15.531
chr15	26029200	26029600	E3	26028794	26029583	chr15.531
chr15	26035600	26035800	E3	26035502	26035793	chr15.534
chr15	26094200	26094400	E3	26094282	26094636	chr15.543
chr15	31344000	31344400	E3	31343756	31344262	chr15.913
chr15	31516800	31517000	E3	31516983	31517222	chr15.942
chr15	31547200	31548400	E3	31547943	31548245	chr15.946
chr15	31547200	31548400	E3	31547406	31547553	chr15.945
chr15	31548800	31549000	E3	31548613	31548855	chr15.947
chr15	31552200	31553800	E3	31553656	31553762	chr15.948
chr15	31554200	31555200	E3	31554407	31554559	chr15.949
chr15	31555400	31556600	E3	31556015	31556906	chr15.951
chr15	31555400	31556600	E3	31555322	31555876	chr15.950
chr15	31556800	31557000	E3	31556015	31556906	chr15.951
chr15	31558600	31559000	E3	31558371	31559306	chr15.952
chr15	31560800	31562000	E3	31560392	31560818	chr15.953
chr15	31562600	31564800	E3	31562977	31563314	chr15.954
chr15	31565200	31565400	E3	31564898	31565546	chr15.955
chr15	31595400	31595600	E3	31595253	31596775	chr15.961
chr15	31627000	31630400	E3	31629305	31629499	chr15.974
chr15	31631400	31632200	E3	31630773	31631480	chr15.975
chr15	31634000	31635800	E3	31634997	31635730	chr15.977
chr15	31634000	31635800	E3	31634518	31634659	chr15.976
chr15	31644400	31644800	E3	31644372	31646585	chr15.980
chr15	31646800	31648200	E3	31648044	31648222	chr15.981
chr15	31652400	31653000	E3	31652680	31652797	chr15.983
chr15	31654400	31655000	E3	31654457	31654763	chr15.985
chr15	31658800	31660600	E3	31659362	31660372	chr15.987
chr15	31658800	31660600	E3	31657661	31658969	chr15.986
chr15	31726400	31726600	E3	31726562	31728052	chr15.1005
chr15	31736000	31736600	E3	31735901	31736456	chr15.1009
chr15	31740200	31740800	E3	31740240	31740463	chr15.1010
chr15	33159600	33159800	E3	33159559	33159723	chr15.1091
chr15	35316400	35317200	E3	35316033	35316415	chr15.1187
chr15	35335600	35336000	E3	35335681	35335718	chr15.1188
chr15	38298000	38298800	E3	38298331	38298415	chr15.1215
chr15	38309400	38310400	E3	38309996	38310130	chr15.1216
chr15	38342600	38343600	E3	38342930	38343012	chr15.1218
chr15	39618800	39619600	E3	39619263	39619543	chr15.1242
chr15	39679800	39680400	E3	39680384	39680585	chr15.1244
chr15	39681000	39684600	E3	39683494	39683686	chr15.1245
chr15	39688800	39689400	E3	39689264	39689639	chr15.1246
chr15	39689600	39690200	E3	39689264	39689639	chr15.1246
chr15	39703600	39708400	E3	39707864	39708221	chr15.1249
chr15	39703600	39708400	E3	39705901	39706098	chr15.1248
chr15	39703600	39708400	E3	39703767	39704146	chr15.1247
chr15	39720200	39720800	E3	39720066	39720206	chr15.1251
chr15	39725400	39726000	E3	39725733	39725844	chr15.1252
chr15	39745400	39747600	E3	39745973	39746136	chr15.1253
chr15	40091800	40092200	E3	40091994	40092135	chr15.1263
chr15	40091800	40092200	E3	40091736	40091893	chr15.1262
chr15	40314000	40314800	E3	40314124	40314438	chr15.1267
chr15	40340800	40341000	E3	40339491	40341048	chr15.1270
chr15	40385200	40385400	E3	40385284	40385826	chr15.1281
chr15	40385800	40386800	E3	40385284	40385826	chr15.1281
chr15	40391600	40392600	E3	40392408	40392608	chr15.1284
chr15	40525000	40525200	E3	40525070	40525211	chr15.1292
chr15	40585800	40586200	E3	40585073	40586487	chr15.1325
chr15	40593200	40595000	E3	40593676	40594011	chr15.1328
chr15	40626800	40627400	E3	40625878	40627847	chr15.1335
chr15	40632400	40632600	E3	40632461	40633510	chr15.1338
chr15	40633000	40633600	E3	40632461	40633510	chr15.1338
chr15	40680800	40681600	E3	40681084	40681434	chr15.1354
chr15	40691000	40691200	E3	40690761	40691117	chr15.1355
chr15	40746600	40747000	E3	40746799	40747759	chr15.1367
chr15	40746600	40747000	E3	40746212	40746688	chr15.1366
chr15	41057800	41058000	E3	41057634	41057985	chr15.1394
chr15	41149600	41149800	E3	41149736	41150262	chr15.1405
chr15	41202600	41202800	E3	41202635	41202870	chr15.1418
chr15	41462000	41462200	E3	41462063	41462133	chr15.1447
chr15	41507400	41508200	E3	41508077	41508232	chr15.1448
chr15	41926600	41926800	E3	41926539	41926618	chr15.1485
chr15	42186400	42186600	E3	42186417	42187883	chr15.1545
chr15	42187000	42188000	E3	42186417	42187883	chr15.1545
chr15	42188600	42188800	E3	42188786	42189179	chr15.1546
chr15	42189000	42189000	E3	42188786	42189179	chr15.1546
chr15	42199000	42199600	E3	42199195	42199647	chr15.1552
chr15	42209400	42210800	E3	42209935	42210447	chr15.1555
chr15	42219000	42220400	E3	42218890	42219065	chr15.1556
chr15	42222800	42225000	E3	42222564	42223067	chr15.1557
chr15	42225600	42230200	E3	42228902	42229217	chr15.1559
chr15	42225600	42230200	E3	42226041	42226268	chr15.1558
chr15	42404200	42404600	E3	42404335	42404423	chr15.1593
chr15	42652400	42652400	E3	42652344	42652402	chr15.1613
chr15	42659000	42659400	E3	42659253	42659563	chr15.1614
chr15	42694600	42695200	E3	42694508	42694953	chr15.1617
chr15	42836600	42837200	E3	42837087	42837336	chr15.1624
chr15	43733000	43733200	E3	43733092	43733398	chr15.1662
chr15	44100600	44102200	E3	44101302	44101413	chr15.1693
chr15	44956200	44956600	E3	44955380	44956234	chr15.1704
chr15	45367800	45368400	E3	45367216	45367818	chr15.1724
chr15	45683600	45685000	E3	45684325	45684596	chr15.1778
chr15	45737600	45738200	E3	45737348	45738019	chr15.1781
chr15	45746400	45747400	E3	45746668	45747533	chr15.1783
chr15	45748400	45749200	E3	45748511	45749271	chr15.1784
chr15	45864600	45865000	E3	45864961	45865151	chr15.1787
chr15	45946200	45946600	E3	45946119	45946398	chr15.1795
chr15	50295600	50297000	E3	50296019	50296203	chr15.1822
chr15	50682800	50683000	E3	50682806	50683059	chr15.1829
chr15	50863000	50869600	E3	50866166	50866380	chr15.1831
chr15	51296400	51296800	E3	51296326	51296524	chr15.1843
chr15	51477000	51477400	E3	51477245	51477845	chr15.1864
chr15	51613800	51614400	E3	51614306	51614463	chr15.1881
chr15	51939400	51940000	E3	51939530	51939744	chr15.1893
chr15	52305400	52305800	E3	52305301	52305854	chr15.1907
chr15	52310800	52311000	E3	52310918	52312320	chr15.1908
chr15	52311200	52311600	E3	52310918	52312320	chr15.1908
chr15	52392600	52393800	E3	52392645	52393320	chr15.1912
chr15	52539600	52540000	E3	52539221	52539666	chr15.1922
chr15	52643400	52644600	E3	52643719	52644090	chr15.1929
chr15	52758000	52759200	E3	52758282	52758894	chr15.1930
chr15	55619600	55620200	E3	55619750	55619862	chr15.1962
chr15	55787200	55787400	E3	55787201	55787436	chr15.1967
chr15	56234600	56235000	E3	56234672	56234758	chr15.1973
chr15	57169200	57170400	E3	57169929	57170156	chr15.1984
chr15	58594800	58595200	E3	58595164	58595373	chr15.2017
chr15	58624400	58626200	E3	58624408	58624725	chr15.2018
chr15	58653800	58654200	E3	58653775	58653919	chr15.2019
chr15	58813800	58815400	E3	58813595	58814193	chr15.2025
chr15	59016600	59017000	E3	59016779	59016961	chr15.2029
chr15	59451000	59451800	E3	59451009	59451297	chr15.2042
chr15	59478000	59478000	E3	59477917	59478216	chr15.2045
chr15	59642400	59642600	E3	59642336	59642596	chr15.2053
chr15	60700600	60701000	E3	60700638	60701177	chr15.2091
chr15	61209000	61209200	E3	61209179	61209380	chr15.2096
chr15	63539200	63539800	E3	63539243	63539609	chr15.2160
chr15	63748400	63748600	E3	63748421	63748995	chr15.2172
chr15	63748800	63749000	E3	63748421	63748995	chr15.2172
chr15	63783400	63783600	E3	63783370	63783649	chr15.2180
chr15	63902400	63903400	E3	63902384	63902656	chr15.2187
chr15	64188200	64189600	E3	64188904	64189326	chr15.2193
chr15	64278800	64279400	E3	64278846	64279546	chr15.2198
chr15	64363400	64364600	E3	64363633	64363783	chr15.2206
chr15	65149000	65149200	E3	65148950	65149382	chr15.2270
chr15	65159800	65159800	E3	65159676	65159849	chr15.2271
chr15	65164400	65165800	E3	65165166	65165736	chr15.2272
chr15	65175000	65175600	E3	65175310	65175678	chr15.2275
chr15	66194200	66195000	E3	66194672	66195188	chr15.2371
chr15	66700000	66701000	E3	66700939	66701343	chr15.2435
chr15	66721600	66722600	E3	66722010	66722093	chr15.2436
chr15	66746200	66747000	E3	66746600	66746729	chr15.2437
chr15	66774600	66775800	E3	66775493	66775820	chr15.2438
chr15	66911000	66911600	E3	66911485	66911897	chr15.2452
chr15	67133000	67133800	E3	67133222	67133319	chr15.2487
chr15	67298200	67298600	E3	67298432	67298775	chr15.2505
chr15	67340400	67342200	E3	67341115	67341365	chr15.2510
chr15	67377400	67378400	E3	67378267	67378511	chr15.2516
chr15	67383600	67384000	E3	67383592	67383867	chr15.2517
chr15	67399600	67401000	E3	67400808	67400980	chr15.2519
chr15	67402000	67402800	E3	67401898	67402360	chr15.2520
chr15	67407600	67409400	E3	67409173	67409490	chr15.2521
chr15	67413200	67413800	E3	67413305	67413937	chr15.2522
chr15	67419800	67420400	E3	67420322	67420684	chr15.2523
chr15	67436800	67441200	E3	67439162	67439650	chr15.2524
chr15	67467200	67468400	E3	67467854	67468680	chr15.2530
chr15	67469400	67469600	E3	67469254	67469439	chr15.2531
chr15	67478000	67479000	E3	67478375	67478912	chr15.2534
chr15	68143600	68144600	E3	68143411	68143937	chr15.2561
chr15	68490800	68491200	E3	68490401	68490878	chr15.2573
chr15	68499000	68499800	E3	68497252	68499179	chr15.2577
chr15	68507000	68507600	E3	68507261	68507485	chr15.2580
chr15	68645000	68645600	E3	68644773	68645159	chr15.2599
chr15	69072400	69073800	E3	69073637	69073878	chr15.2650
chr15	69075800	69076800	E3	69076032	69076379	chr15.2652
chr15	69088800	69092400	E3	69090831	69090976	chr15.2656
chr15	69425200	69426400	E3	69426000	69426193	chr15.2677
chr15	69867000	69867200	E3	69867042	69867190	chr15.2711
chr15	69899200	69900000	E3	69899519	69899752	chr15.2719
chr15	69901400	69902200	E3	69901607	69901905	chr15.2720
chr15	69917800	69919000	E3	69918613	69919069	chr15.2722
chr15	69959400	69960000	E3	69958620	69960122	chr15.2728
chr15	69960400	69962000	E3	69961282	69961783	chr15.2731
chr15	69960400	69962000	E3	69960892	69960981	chr15.2730
chr15	69960400	69962000	E3	69960304	69960761	chr15.2729
chr15	69983400	69984400	E3	69984160	69984245	chr15.2732
chr15	70011200	70012200	E3	70011896	70012179	chr15.2735
chr15	70011200	70012200	E3	70011178	70011658	chr15.2734
chr15	70013800	70014600	E3	70013732	70014087	chr15.2736
chr15	70018400	70018600	E3	70018253	70018829	chr15.2737
chr15	70053200	70053600	E3	70053224	70053676	chr15.2740
chr15	70091000	70091400	E3	70090824	70091379	chr15.2742
chr15	70096600	70097200	E3	70097119	70097864	chr15.2744
chr15	70100200	70100800	E3	70100091	70100491	chr15.2745
chr15	70315800	70316200	E3	70315409	70315997	chr15.2771
chr15	70379600	70380000	E3	70379927	70380087	chr15.2792
chr15	70432600	70433200	E3	70432931	70433319	chr15.2801
chr15	70538400	70538600	E3	70538150	70538817	chr15.2820
chr15	70549800	70550200	E3	70549845	70550366	chr15.2822
chr15	70560400	70560800	E3	70560328	70560634	chr15.2830
chr15	70563800	70564400	E3	70563763	70564211	chr15.2831
chr15	70632200	70632600	E3	70632529	70632779	chr15.2836
chr15	70740000	70740200	E3	70740089	70740688	chr15.2854
chr15	70751600	70752400	E3	70752346	70752821	chr15.2855
chr15	70752600	70753200	E3	70752346	70752821	chr15.2855
chr15	70755200	70756400	E3	70755286	70756153	chr15.2856
chr15	70770800	70772600	E3	70772511	70772992	chr15.2860
chr15	70770800	70772600	E3	70770765	70771247	chr15.2859
chr15	70777600	70779400	E3	70778680	70779521	chr15.2861
chr15	70785200	70785800	E3	70784905	70785663	chr15.2863
chr15	70787400	70788000	E3	70787094	70787536	chr15.2864
chr15	70798000	70798200	E3	70797920	70798158	chr15.2866
chr15	70800600	70801000	E3	70800089	70800796	chr15.2867
chr15	70801400	70802600	E3	70802294	70802407	chr15.2870
chr15	70801400	70802600	E3	70801634	70802250	chr15.2869
chr15	71033400	71033600	E3	71033455	71033632	chr15.2881
chr15	71099600	71100200	E3	71099375	71099776	chr15.2887
chr15	72395800	72396400	E3	72395722	72395954	chr15.2911
chr15	72512800	72516800	E3	72514835	72515040	chr15.2922
chr15	72630800	72632800	E3	72632240	72632412	chr15.2935
chr15	73044200	73046000	E3	73044214	73044396	chr15.2955
chr15	73588400	73588400	E3	73588198	73588771	chr15.2968
chr15	74804600	74805000	E3	74804446	74804933	chr15.3243
chr15	75086000	75087600	E3	75086018	75086372	chr15.3292
chr15	75090200	75092200	E3	75091050	75093502	chr15.3293
chr15	75092600	75093600	E3	75091050	75093502	chr15.3293
chr15	75178400	75179000	E3	75178469	75178773	chr15.3321
chr15	75322600	75323200	E3	75322509	75322668	chr15.3338
chr15	75335400	75335800	E3	75335157	75335781	chr15.3341
chr15	75353400	75355000	E3	75354416	75354784	chr15.3346
chr15	75353400	75355000	E3	75353658	75353900	chr15.3345
chr15	75361800	75363000	E3	75361903	75362270	chr15.3347
chr15	75364400	75366600	E3	75365611	75365904	chr15.3348
chr15	75369200	75370800	E3	75369825	75370409	chr15.3349
chr15	75397000	75397200	E3	75397155	75397665	chr15.3352
chr15	75400000	75401000	E3	75400830	75401260	chr15.3353
chr15	75416200	75417600	E3	75416519	75416933	chr15.3354
chr15	75423800	75424600	E3	75423706	75423934	chr15.3356
chr15	75445200	75445600	E3	75445412	75447077	chr15.3357
chr15	75843200	75843600	E3	75843488	75843743	chr15.3425
chr15	75991800	75992000	E3	75990315	75993647	chr15.3465
chr15	75992800	75993000	E3	75990315	75993647	chr15.3465
chr15	76129400	76130200	E3	76129339	76129623	chr15.3504
chr15	77301600	77303000	E3	77302043	77302476	chr15.3564
chr15	77303400	77304400	E3	77303651	77303796	chr15.3565
chr15	77304800	77305800	E3	77305148	77305486	chr15.3566
chr15	77307400	77312200	E3	77312144	77312683	chr15.3572
chr15	77307400	77312200	E3	77310802	77311442	chr15.3571
chr15	77307400	77312200	E3	77310498	77310741	chr15.3570
chr15	77307400	77312200	E3	77309396	77309952	chr15.3569
chr15	77307400	77312200	E3	77307902	77308415	chr15.3568
chr15	77307400	77312200	E3	77306159	77307476	chr15.3567
chr15	78311000	78312000	E3	78311327	78311619	chr15.3867
chr15	78349000	78349200	E3	78349098	78349337	chr15.3869
chr15	78600400	78600600	E3	78600429	78600616	chr15.3896
chr15	79201600	79203200	E3	79202283	79202393	chr15.4003
chr15	79206400	79208000	E3	79207603	79208144	chr15.4004
chr15	79209200	79210400	E3	79209514	79209652	chr15.4005
chr15	79215200	79216200	E3	79215420	79215698	chr15.4008
chr15	79218800	79220600	E3	79220344	79220464	chr15.4012
chr15	79218800	79220600	E3	79219213	79220017	chr15.4011
chr15	79268800	79269200	E3	79268987	79269874	chr15.4019
chr15	79269400	79269600	E3	79268987	79269874	chr15.4019
chr15	79280200	79281200	E3	79280655	79281421	chr15.4021
chr15	80448000	80448200	E3	80447924	80448138	chr15.4074
chr15	80453000	80455000	E3	80452889	80453518	chr15.4075
chr15	81277200	81277400	E3	81277231	81277549	chr15.4119
chr15	81576600	81576800	E3	81576792	81577065	chr15.4136
chr15	81585200	81586200	E3	81586180	81586664	chr15.4137
chr15	81596800	81597800	E3	81596660	81597025	chr15.4141
chr15	81605200	81606200	E3	81605381	81605858	chr15.4143
chr15	83500000	83502400	E3	83501295	83501803	chr15.4227
chr15	83778400	83778600	E3	83778173	83778528	chr15.4243
chr15	85316800	85317800	E3	85317128	85317176	chr15.4289
chr15	85358200	85358600	E3	85358137	85358614	chr15.4293
chr15	85956600	85957600	E3	85956670	85957097	chr15.4342
chr15	86165400	86169400	E3	86166995	86167045	chr15.4352
chr15	86191800	86193200	E3	86192607	86192889	chr15.4353
chr15	86375000	86375600	E3	86375585	86376044	chr15.4378
chr15	89165800	89167200	E3	89166377	89166725	chr15.4426
chr15	89173200	89173800	E3	89173444	89173656	chr15.4427
chr15	89672800	89675600	E3	89673643	89673691	chr15.4493
chr15	89686000	89687200	E3	89686944	89687118	chr15.4495
chr15	90325400	90325600	E3	90325168	90325442	chr15.4609
chr15	90347200	90348400	E3	90348352	90350186	chr15.4620
chr15	90347200	90348400	E3	90344768	90348072	chr15.4619
chr15	90355000	90355400	E3	90355284	90356006	chr15.4622
chr15	90364000	90366600	E3	90366499	90367121	chr15.4628
chr15	90364000	90366600	E3	90366204	90366418	chr15.4627
chr15	90364000	90366600	E3	90365205	90365569	chr15.4626
chr15	90364000	90366600	E3	90364413	90364893	chr15.4625
chr15	90368600	90370000	E3	90368339	90369088	chr15.4629
chr15	90370400	90370400	E3	90370274	90370470	chr15.4630
chr15	90370600	90372400	E3	90371596	90372178	chr15.4632
chr15	90370600	90372400	E3	90371070	90371230	chr15.4631
chr15	90418200	90419800	E3	90418223	90418550	chr15.4634
chr15	90420400	90420600	E3	90420434	90420497	chr15.4635
chr15	90506400	90508000	E3	90506538	90506972	chr15.4643
chr15	90517000	90518000	E3	90517745	90518202	chr15.4644
chr15	90541600	90542400	E3	90541621	90541958	chr15.4647
chr15	90579200	90579600	E3	90579126	90579484	chr15.4659
chr15	90582200	90584400	E3	90583290	90583602	chr15.4660
chr15	90588200	90590800	E3	90590024	90590679	chr15.4661
chr15	90602600	90604400	E3	90602586	90603175	chr15.4662
chr15	90612600	90614800	E3	90614518	90614838	chr15.4665
chr15	90628400	90629400	E3	90628165	90628949	chr15.4670
chr15	90732400	90733000	E3	90732231	90732474	chr15.4682
chr15	90748600	90750000	E3	90748997	90749552	chr15.4686
chr15	90754600	90755200	E3	90754475	90755366	chr15.4688
chr15	90869000	90869400	E3	90868937	90869239	chr15.4706
chr15	90887800	90889000	E3	90887960	90888128	chr15.4709
chr15	90905400	90905600	E3	90905353	90905549	chr15.4712
chr15	91093800	91095000	E3	91094149	91094455	chr15.4718
chr15	91141400	91141800	E3	91141344	91141677	chr15.4721
chr15	91163800	91164000	E3	91163631	91163922	chr15.4723
chr15	91282000	91283000	E3	91282060	91282207	chr15.4737
chr15	91285200	91287400	E3	91285452	91285606	chr15.4738
chr15	91305400	91305600	E3	91305337	91305659	chr15.4739
chr15	91388000	91388600	E3	91388366	91388943	chr15.4753
chr15	91405800	91407000	E3	91406560	91406980	chr15.4758
chr15	91405800	91407000	E3	91406271	91406489	chr15.4757
chr15	91426000	91427000	E3	91426366	91428145	chr15.4770
chr15	91438200	91440600	E3	91440416	91440727	chr15.4772
chr15	91456000	91457000	E3	91456747	91457851	chr15.4780
chr15	91457600	91457800	E3	91456747	91457851	chr15.4780
chr15	91492800	91493200	E3	91492493	91493510	chr15.4792
chr15	92463400	92465800	E3	92464639	92465027	chr15.4833
chr15	92483000	92484800	E3	92483767	92484005	chr15.4834
chr15	92620600	92621000	E3	92620593	92621167	chr15.4842
chr15	93347000	93349200	E3	93347090	93347549	chr15.4859
chr15	93570800	93571200	E3	93570654	93571023	chr15.4872
chr15	93572800	93573200	E3	93573110	93573281	chr15.4874
chr15	93581000	93581200	E3	93580229	93581085	chr15.4878
chr15	99331000	99332600	E3	99331600	99331960	chr15.5033
chr15	99388400	99388600	E3	99388544	99388774	chr15.5035
chr15	99442200	99443600	E3	99442775	99443211	chr15.5043
chr15	99965600	99966400	E3	99965159	99966385	chr15.5083
chr15	99995200	99995800	E3	99995101	99995696	chr15.5095
chr15	100016400	100016800	E3	100016613	100017495	chr15.5098
